unique_id,ds,y,year,month,quarter,t,log_y,diff_1,diff_12,log_diff_1,log_diff_12
air_passengers,1953-06-01,243,1953,6,2,53,5.493061443340548,14.0,25.0,0.05933943978630829,0.1085663805514594
air_passengers,1953-07-01,264,1953,7,3,54,5.575949103146316,21.0,34.0,0.08288765980576773,0.1378697942231204
air_passengers,1953-08-01,272,1953,8,3,55,5.605802066295998,8.0,30.0,0.029852963149681777,0.11686434013931102
air_passengers,1953-09-01,237,1953,9,3,56,5.4680601411351315,-35.0,28.0,-0.13774192516086625,0.12572588917032057
air_passengers,1953-10-01,211,1953,10,4,57,5.351858133476067,-26.0,20.0,-0.11620200765906485,0.09958470542943676
air_passengers,1953-11-01,180,1953,11,4,58,5.19295685089021,-31.0,8.0,-0.15890128258585623,0.04546237407675768
air_passengers,1953-12-01,201,1953,12,4,59,5.303304908059076,21.0,7.0,0.11034805716886531,0.03544674899574751
air_passengers,1954-01-01,204,1954,1,1,60,5.318119993844216,3.0,8.0,0.014815085785140347,0.04000533461369926
air_passengers,1954-02-01,188,1954,2,1,61,5.236441962829949,-16.0,-8.0,-0.08167803101426685,-0.04167269640056759
air_passengers,1954-03-01,235,1954,3,1,62,5.459585514144159,47.0,-1.0,0.2231435513142097,-0.004246290881451564
air_passengers,1954-04-01,227,1954,4,2,63,5.424950017481403,-8.0,-8.0,-0.034635496662756005,-0.034635496662756005
air_passengers,1954-05-01,234,1954,5,2,64,5.455321115357702,7.0,5.0,0.03037109787629877,0.021599111803461746
air_passengers,1954-06-01,264,1954,6,2,65,5.575949103146316,30.0,21.0,0.12062798778861428,0.08288765980576773
air_passengers,1954-07-01,302,1954,7,3,66,5.71042701737487,38.0,38.0,0.1344779142285537,0.1344779142285537
air_passengers,1954-08-01,293,1954,8,3,67,5.680172609017068,-9.0,21.0,-0.03025440835780202,0.07437054272106991
air_passengers,1954-09-01,259,1954,9,3,68,5.556828061699537,-34.0,22.0,-0.1233445473175303,0.08876792056440586
air_passengers,1954-10-01,229,1954,10,4,69,5.43372200355424,-30.0,18.0,-0.1231060581452974,0.0818638700781733
air_passengers,1954-11-01,203,1954,11,4,70,5.313205979041787,-26.0,23.0,-0.1205160245124528,0.12024912815157673
air_passengers,1954-12-01,229,1954,12,4,71,5.43372200355424,26.0,28.0,0.1205160245124528,0.13041709549516423
air_passengers,1955-01-01,242,1955,1,1,72,5.488937726156687,13.0,38.0,0.05521572260244678,0.17081773231247066
air_passengers,1955-02-01,233,1955,2,1,73,5.4510384535657,-9.0,45.0,-0.03789927259098658,0.21459649073575093
air_passengers,1955-03-01,267,1955,3,1,74,5.58724865840025,34.0,32.0,0.1362102048345495,0.1276631442560907
air_passengers,1955-04-01,269,1955,4,2,75,5.594711379601839,2.0,42.0,0.007462721201589417,0.16976136212043613
air_passengers,1955-05-01,270,1955,5,2,76,5.598421958998375,1.0,36.0,0.0037105793965359624,0.14310084364067333
air_passengers,1955-06-01,315,1955,6,2,77,5.752572638825633,45.0,51.0,0.15415067982725805,0.1766235356793171
air_passengers,1955-07-01,364,1955,7,3,78,5.8971538676367405,49.0,62.0,0.14458122881110747,0.18672685026187086
air_passengers,1955-08-01,347,1955,8,3,79,5.849324779946859,-17.0,54.0,-0.047829087689881256,0.16915217092979162
air_passengers,1955-09-01,312,1955,9,3,80,5.7430031878094825,-35.0,53.0,-0.1063215921373768,0.18617512610994513
air_passengers,1955-10-01,274,1955,10,4,81,5.6131281063880705,-38.0,45.0,-0.12987508142141202,0.17940610283383052
air_passengers,1955-11-01,237,1955,11,4,82,5.4680601411351315,-37.0,34.0,-0.14506796525293897,0.15485416209334435
air_passengers,1955-12-01,278,1955,12,4,83,5.627621113690637,41.0,49.0,0.1595609725555054,0.19389911013639693
air_passengers,1956-01-01,284,1956,1,1,84,5.648974238161206,6.0,42.0,0.021353124470569362,0.16003651200451952
air_passengers,1956-02-01,277,1956,2,1,85,5.6240175061873385,-7.0,44.0,-0.02495673197386772,0.17297905262163837
air_passengers,1956-03-01,317,1956,3,1,86,5.75890177387728,40.0,50.0,0.13488426768994177,0.17165311547703066
air_passengers,1956-04-01,313,1956,4,2,87,5.746203190540153,-4.0,44.0,-0.012698583337127367,0.15149181093831388
air_passengers,1956-05-01,318,1956,5,2,88,5.762051382780177,5.0,48.0,0.015848192240023984,0.1636294237818019
air_passengers,1956-06-01,374,1956,6,2,89,5.924255797414532,56.0,59.0,0.1622044146343553,0.17168315858889915
air_passengers,1956-07-01,413,1956,7,3,90,6.023447592961033,39.0,49.0,0.09919179554650093,0.12629372532429262
air_passengers,1956-08-01,405,1956,8,3,91,6.003887067106539,-8.0,58.0,-0.019560525854494415,0.15456228715967946
air_passengers,1956-09-01,355,1956,9,3,92,5.872117789475416,-50.0,43.0,-0.13176927763112278,0.12911460166593347
air_passengers,1956-10-01,306,1956,10,4,93,5.723585101952381,-49.0,32.0,-0.14853268752303528,0.11045699556431021
air_passengers,1956-11-01,271,1956,11,4,94,5.602118820879701,-35.0,34.0,-0.12146628107267965,0.13405867974456953
air_passengers,1956-12-01,306,1956,12,4,95,5.723585101952381,35.0,28.0,0.12146628107267965,0.0959639882617438
air_passengers,1957-01-01,315,1957,1,1,96,5.752572638825633,9.0,31.0,0.028987536873252395,0.10359840066442683
air_passengers,1957-02-01,301,1957,2,1,97,5.707110264748875,-14.0,24.0,-0.04546237407675768,0.08309275856153686
air_passengers,1957-03-01,356,1957,3,1,98,5.87493073085203,55.0,39.0,0.16782046610315504,0.11602895697475013
air_passengers,1957-04-01,348,1957,4,2,99,5.8522024797744745,-8.0,35.0,-0.02272825107755594,0.10599928923432156
air_passengers,1957-05-01,355,1957,5,2,100,5.872117789475416,7.0,37.0,0.019915309700941464,0.11006640669523904
air_passengers,1957-06-01,422,1957,6,2,101,6.045005314036012,67.0,48.0,0.17288752456059608,0.12074951662147981
air_passengers,1957-07-01,465,1957,7,3,102,6.142037405587356,43.0,52.0,0.09703209155134385,0.11858981262632273
air_passengers,1957-08-01,467,1957,8,3,103,6.1463292576688975,2.0,62.0,0.004291852081541592,0.14244219056235874
air_passengers,1957-09-01,404,1957,9,3,104,6.0014148779611505,-63.0,49.0,-0.144914379707747,0.1292970884857345
air_passengers,1957-10-01,347,1957,10,4,105,5.849324779946859,-57.0,41.0,-0.1520900980142912,0.1257396779944786
air_passengers,1957-11-01,305,1957,11,4,106,5.720311776607412,-42.0,34.0,-0.12901300333944743,0.11819295572771082
air_passengers,1957-12-01,336,1957,12,4,107,5.817111159963204,31.0,30.0,0.0967993833557923,0.09352605801082348
air_passengers,1958-01-01,340,1958,1,1,108,5.8289456176102075,4.0,25.0,0.011834457647003305,0.07637297878457439
air_passengers,1958-02-01,318,1958,2,1,109,5.762051382780177,-22.0,17.0,-0.06689423483003054,0.05494111803130153
air_passengers,1958-03-01,362,1958,3,1,110,5.8916442118257715,44.0,6.0,0.12959282904559455,0.016713480973741035
air_passengers,1958-04-01,348,1958,4,2,111,5.8522024797744745,-14.0,0.0,-0.039441732051296974,0.0
air_passengers,1958-05-01,363,1958,5,2,112,5.8944028342648505,15.0,8.0,0.04220035449037596,0.022285044789434494
air_passengers,1958-06-01,435,1958,6,2,113,6.075346031088684,72.0,13.0,0.18094319682383375,0.03034071705267216
air_passengers,1958-07-01,491,1958,7,3,114,6.19644412779452,56.0,26.0,0.12109809670583616,0.05440672220716447
air_passengers,1958-08-01,505,1958,8,3,115,6.22455842927536,14.0,38.0,0.02811430148083982,0.0782291716064627
air_passengers,1958-09-01,404,1958,9,3,116,6.0014148779611505,-101.0,0.0,-0.2231435513142097,0.0
air_passengers,1958-10-01,359,1958,10,4,117,5.883322388488279,-45.0,12.0,-0.11809248947287188,0.03399760854141931
air_passengers,1958-11-01,310,1958,11,4,118,5.736572297479192,-49.0,5.0,-0.14675009100908643,0.016260520871780315
air_passengers,1958-12-01,337,1958,12,4,119,5.820082930352362,27.0,1.0,0.0835106328731694,0.002971770389157413
air_passengers,1959-01-01,360,1959,1,1,120,5.886104031450156,23.0,20.0,0.06602110109779424,0.05715841383994835
air_passengers,1959-02-01,342,1959,2,1,121,5.834810737062605,-18.0,24.0,-0.051293294387551036,0.07275935428242786
air_passengers,1959-03-01,406,1959,3,1,122,6.0063531596017325,64.0,44.0,0.17154242253912777,0.11470894777596108
air_passengers,1959-04-01,396,1959,4,2,123,5.981414211254481,-10.0,48.0,-0.024938948347251966,0.1292117314800061
air_passengers,1959-05-01,420,1959,5,2,124,6.040254711277414,24.0,57.0,0.058840500022933284,0.1458518770125634
air_passengers,1959-06-01,472,1959,6,2,125,6.156978985585555,52.0,37.0,0.11672427430814114,0.0816329544968708
air_passengers,1959-07-01,548,1959,7,3,126,6.306275286948016,76.0,57.0,0.14929630136246086,0.1098311591534955
air_passengers,1959-08-01,559,1959,8,3,127,6.326149473155099,11.0,54.0,0.019874186207083255,0.10159104387973894
air_passengers,1959-09-01,463,1959,9,3,128,6.137727054086234,-96.0,59.0,-0.18842241906886503,0.13631217612508362
air_passengers,1959-10-01,407,1959,10,4,129,6.008813185442595,-56.0,48.0,-0.12891386864363952,0.12549079695431598
air_passengers,1959-11-01,362,1959,11,4,130,5.8916442118257715,-45.0,52.0,-0.1171689736168231,0.1550719143465793
air_passengers,1959-12-01,405,1959,12,4,131,6.003887067106539,43.0,68.0,0.11224285528076727,0.18380413675417717
air_passengers,1960-01-01,417,1960,1,1,132,6.0330862217988015,12.0,57.0,0.029199154692262752,0.14698219034864568
air_passengers,1960-02-01,391,1960,2,1,133,5.968707559985366,-26.0,49.0,-0.06437866181343566,0.13389682292276106
air_passengers,1960-03-01,419,1960,3,1,134,6.037870919922137,28.0,13.0,0.06916335993677158,0.031517760320404875
air_passengers,1960-04-01,461,1960,4,2,135,6.133398042996649,42.0,65.0,0.09552712307451117,0.151983831742168
air_passengers,1960-05-01,472,1960,5,2,136,6.156978985585555,11.0,52.0,0.023580942588906417,0.11672427430814114
air_passengers,1960-06-01,535,1960,6,2,137,6.282266746896006,63.0,63.0,0.12528776131045127,0.12528776131045127
air_passengers,1960-07-01,622,1960,7,3,138,6.432940092739179,87.0,74.0,0.15067334584317305,0.12666480579116346
air_passengers,1960-08-01,606,1960,8,3,139,6.406879986069314,-16.0,47.0,-0.026060106669865135,0.08073051291421507
air_passengers,1960-09-01,508,1960,9,3,140,6.230481447578482,-98.0,45.0,-0.1763985384908322,0.0927543934922479
air_passengers,1960-10-01,461,1960,10,4,141,6.133398042996649,-47.0,54.0,-0.0970834045818334,0.12458485755405402
air_passengers,1960-11-01,390,1960,11,4,142,5.966146739123692,-71.0,28.0,-0.1672513038729564,0.07450252729792073
air_passengers,1960-12-01,432,1960,12,4,143,6.068425588244111,42.0,27.0,0.10227884912041851,0.06453852113757197
